SRAnumber,organism,tissue,general_celltype,specific_celltype,treatment_code,treatment_code_2,treated_or_like_treated,repnumber,keyword,exptype,mapped_reads,total_reads,percent_mapped,TSS,bidirectionals
SRR1575918,human,cervical_cancer,HeLa,HeLaS3,none,none,no,rep2-e,Mayer2015,NET-seq,1659952,10985876,0.151098738,0.276768,9405
SRR1575919,human,cervical_cancer,HeLa,HeLaS3,none,none,no,rep1-a,Mayer2015,NET-seq,6392401,41058167,0.155691339,0.192934,31052
SRR1575920,human,cervical_cancer,HeLa,HeLaS3,none,none,no,rep1-b,Mayer2015,NET-seq,16039017,134245009,0.119475704,0.106316,78116
SRR1575921,human,kidney,HEK,HEK293T,none,none,no,rep1-a,Mayer2015,NET-seq,21337299,221472131,0.096343043,0.103344,77779
SRR1575922,human,kidney,HEK,HEK293T,none,none,no,rep1-b,Mayer2015,NET-seq,16559961,137281933,0.120627388,0.16057,47456
SRR1575923,human,kidney,HEK,HEK293T,none,none,no,rep2-a,Mayer2015,NET-seq,38764541,288865526,0.134195802,0.165301,51621
SRR1575924,human,kidney,HEK,HEK293T,none,none,no,rep2-b,Mayer2015,NET-seq,28653351,223206695,0.128371378,0.167449,47943
SRR1575925,human,kidney,HEK,HEK293T,none,none,no,rep2-c,Mayer2015,NET-seq,23703321,185134869,0.128032721,0.163052,49481
SRR1575926,human,kidney,HEK,HEK293T,none,none,no,rep2-d,Mayer2015,NET-seq,6254072,48955477,0.1277502,0.272135,16874
SRR1575927,human,kidney,HEK,HEK293T,none,none,no,rep2-e,Mayer2015,NET-seq,11212787,88523162,0.126665008,0.200109,31243
SRR1575928,human,kidney,HEK,HEK293T,none,none,no,rep2-f,Mayer2015,NET-seq,673537,5567041,0.120986535,0.416514,545
SRR1575929,human,cervical_cancer,HeLa,HeLaS3,DMSO,none,no,rep1-a,Mayer2015,NET-seq,38414012,234952320,0.163497053,0.098893,93788
SRR1575930,human,cervical_cancer,HeLa,HeLaS3,DMSO,none,no,rep1-b,Mayer2015,NET-seq,31796739,189408996,0.167873436,0.113127,77771
SRR1575931,human,cervical_cancer,HeLa,HeLaS3,DMSO,none,no,rep1-c,Mayer2015,NET-seq,11115703,66191652,0.167932098,0.118163,66095
SRR1575932,human,cervical_cancer,HeLa,HeLaS3,FP,FP,yes,rep1-a,Mayer2015,NET-seq,36027261,239106475,0.150674552,0.105975,75074
SRR1575933,human,cervical_cancer,HeLa,HeLaS3,FP,FP,yes,rep1-b,Mayer2015,NET-seq,36463992,231753340,0.157339661,0.122468,64531
SRR1575934,human,cervical_cancer,HeLa,HeLaS3,FP,FP,yes,rep1-c,Mayer2015,NET-seq,2332856,15005897,0.155462616,0.25895,8994
SRR1596500,human,cervical_cancer,HeLa,HeLa,vehicle,none,no,rep1,Andersson2014,GRO-seq,6373728,42822276,0.148841411,0.261243,34267
SRR1596501,human,cervical_cancer,HeLa,HeLa,vehicle,none,no,rep2,Andersson2014,GRO-seq,23828020,36185649,0.658493648,0.247836,30500
SRR1609863,human,breast_cancer,MCF7,MCF7,Etoh_1hr_siCTL,Etoh_1hr_siCTL,yes,rep1,Li2015,GRO-seq,35144941,45603448,0.770664117,0.222291,22709
SRR1609864,human,breast_cancer,MCF7,MCF7,E2_1hr_siCTL,E2_1hr_siCTL,yes,rep1,Li2015,GRO-seq,35286699,50715571,0.695776431,0.206061,31282
SRR1609865,human,breast_cancer,MCF7,MCF7,Etoh_1hr_siNCAPG,Etoh_1hr_siNCAPG,yes,rep1,Li2015,GRO-seq,36707032,52169438,0.703611797,0.211644,21281
SRR1609866,human,breast_cancer,MCF7,MCF7,E2_1hr_siNCAPG,E2_1hr_siNCAPG,yes,rep1,Li2015,GRO-seq,31186540,45106335,0.691400443,0.201338,23468
SRR1609867,human,breast_cancer,MCF7,MCF7,Etoh_1hr_siCTL,Etoh_1hr_siCTL,yes,rep2,Li2015,GRO-seq,22716300,29552932,0.768664849,0.210386,24764
SRR1609868,human,breast_cancer,MCF7,MCF7,E2_1hr_siCTL,E2_1hr_siCTL,yes,rep2,Li2015,GRO-seq,37983256,50183234,0.756891355,0.221852,23083
SRR1609869,human,breast_cancer,MCF7,MCF7,Etoh_1hr_siNCAPD3,Etoh_1hr_siNCAPD3,yes,rep1,Li2015,GRO-seq,31236755,42860212,0.728805424,0.251568,24550
SRR1609870,human,breast_cancer,MCF7,MCF7,E2_1hr_siNCAPD3,E2_1hr_siNCAPD3,yes,rep1,Li2015,GRO-seq,35749650,43181671,0.827889453,0.225549,23015
SRR1611829,mouse,Myeloid,B-cell,naiveB,none,none,no,rep1,Meng2014b,GRO-seq,67603527,85490195,0.790775211,0.258424,27463
SRR1611830,mouse,Myeloid,B-cell,naiveB,none,none,no,rep2,Meng2014b,GRO-seq,145810214,151844642,0.960259197,0.218757,33728
SRR1611831,mouse,Myeloid,B-cell,naiveB,none,none,no,rep3,Meng2014b,GRO-seq,98529658,192730901,0.511229167,0.216938,35249
SRR1611832,mouse,Myeloid,B-cell,GC_B-cell,none,none,no,rep1,Meng2014b,GRO-seq,149715562,170538500,0.877898903,0.208141,31777
SRR1611833,mouse,Myeloid,B-cell,GC_B-cell,none,none,no,rep2,Meng2014b,GRO-seq,190622120,200468119,0.950884963,0.195973,37857
SRR1611834,mouse,Myeloid,B-cell,GC_B-cell,none,none,no,rep3,Meng2014b,GRO-seq,182900970,195980593,0.933260621,0.19865,36696
SRR1611835,mouse,Myeloid,B-cell,naiveB,CSR-Act_B_60hr,CSR-Act_B_60hr,yes,rep1,Meng2014b,GRO-seq,155410454,180692647,0.860081783,0.314542,20620
SRR1611836,mouse,Myeloid,B-cell,naiveB,CSR-Act_B_60hr,CSR-Act_B_60hr,yes,rep2,Meng2014b,GRO-seq,190718484,204460057,0.932790917,0.242258,32826
SRR1611837,mouse,Myeloid,B-cell,naiveB,CSR-Act_B_60hr,CSR-Act_B_60hr,yes,rep3,Meng2014b,GRO-seq,143769510,165309814,0.869697367,0.283993,27008
SRR1611838,mouse,embryonic_fibroblast,MEF,MEF,none,none,no,rep1,Meng2014b,GRO-seq,133237763,137365678,0.969949444,0.256847,27951
SRR1611839,mouse,embryonic_fibroblast,MEF,MEF,none,none,no,rep2,Meng2014b,GRO-seq,123594056,127368372,0.970366929,0.257567,28488
SRR1611840,human,Myeloid,B-cell,Ramos,none,none,no,rep1,Meng2014a,GRO-seq,102435625,106424087,0.962522939,0.286684,21665
SRR1648886,human,prostate_cancer,LNCap,LNCaP,siControl_1hr_vehicle,none,no,rep1,Puc2015,GRO-seq,27014661,29359815,0.920123679,0.255577,25284
SRR1648887,human,prostate_cancer,LNCap,LNCaP,siControl_1hr_dht,siControl_1hr_dht,yes,rep1,Puc2015,GRO-seq,31443438,34016349,0.924362518,0.272906,23847
SRR1648888,human,prostate_cancer,LNCap,LNCaP,siTOP1_1hr_vehicle,siTOP1_1hr_vehicle,yes,rep1,Puc2015,GRO-seq,28425699,30593852,0.929131088,0.278744,22074
SRR1648889,human,prostate_cancer,LNCap,LNCaP,siTOP1_1hr_dht,siTOP1_1hr_dht,yes,rep1,Puc2015,GRO-seq,27763493,30295092,0.916435342,0.275043,22451
SRR1648890,human,prostate_cancer,LNCap,LNCaP,siControl_1hr_vehicle,none,no,rep2,Puc2015,GRO-seq,21651171,27364381,0.791217276,0.251839,26100
SRR1648891,human,prostate_cancer,LNCap,LNCaP,siControl_1hr_dht,siControl_1hr_dht,yes,rep2,Puc2015,GRO-seq,21489866,28298686,0.759394482,0.250762,25921
SRR1648892,human,prostate_cancer,LNCap,LNCaP,siMRE11_1hr_vehicle,siMRE11_1hr_vehicle,yes,rep2,Puc2015,GRO-seq,22167070,25228503,0.878651817,0.235172,25964
SRR1648893,human,prostate_cancer,LNCap,LNCaP,siMRE11_1hr_dht,siMRE11_1hr_dht,yes,rep2,Puc2015,GRO-seq,25073869,31300628,0.801066004,0.233238,27204
SRR1648894,human,prostate_cancer,LNCap,LNCaP,siNKX3.1_1hr_vehicle,siNKX3.1_1hr_vehicle,yes,rep1,Puc2015,GRO-seq,24088563,26006084,0.926266446,0.279233,22748
SRR1648895,human,prostate_cancer,LNCap,LNCaP,siNKX3.1_1hr_dht,siNKX3.1_1hr_dht,yes,rep1,Puc2015,GRO-seq,22952210,24670130,0.930364372,0.284136,22081
SRR1648896,human,prostate_cancer,LNCap,LNCaP,siControl_1hr_vehicle,none,no,rep3,Puc2015,GRO-seq,12608612,17863219,0.705842099,0.286366,21270
SRR1648897,human,prostate_cancer,LNCap,LNCaP,siControl_1hr_vehicle,none,no,rep3,Puc2015,GRO-seq,27489642,38155988,0.720454205,0.249114,25109
SRR1648898,human,prostate_cancer,LNCap,LNCaP,siControl_1hr_dht,siControl_1hr_dht,yes,rep3,Puc2015,GRO-seq,8440183,10785895,0.782520412,0.371306,17293
SRR1648899,human,prostate_cancer,LNCap,LNCaP,siControl_1hr_dht,siControl_1hr_dht,yes,rep3,Puc2015,GRO-seq,48115371,60557770,0.794536704,0.31304,22010
SRR1648900,human,prostate_cancer,LNCap,LNCaP,siMRE11_1hr_vehicle,siMRE11_1hr_vehicle,yes,rep2,Puc2015,GRO-seq,29601521,42329624,0.699309803,0.235942,24239
SRR1648901,human,prostate_cancer,LNCap,LNCaP,siMRE11_1hr_dht,siMRE11_1hr_dht,yes,rep2,Puc2015,GRO-seq,20767761,28781729,0.721560578,0.29498,24361
SRR1648904,human,prostate_cancer,LNCap,LNCaP,vehicle_1hr,vehicle_1hr,yes,rep1,Puc2015,PRO-cap,1972772,12767033,0.154520788,0.403752,21590
SRR1648905,human,prostate_cancer,LNCap,LNCaP,dht_1hr,dht_1hr,yes,rep1,Puc2015,PRO-cap,5756900,30338284,0.189756942,0.222253,39770
SRR1648909,human,prostate_cancer,LNCap,LNCaP,siControl_1hr_vehicle,none,no,rep4,Puc2015,GRO-seq,48188044,53644095,0.898291676,0.280371,20801
SRR1648910,human,prostate_cancer,LNCap,LNCaP,siControl_1hr_dht,siControl_1hr_dht,yes,rep4,Puc2015,GRO-seq,48841222,53946376,0.905366136,0.291469,19985
SRR1648911,human,prostate_cancer,LNCap,LNCaP,siTOP1_1hr_vehicle,siTOP1_1hr_vehicle,yes,rep4,Puc2015,GRO-seq,42935376,48780063,0.880182873,0.263553,21730
SRR1648912,human,prostate_cancer,LNCap,LNCaP,siTOP1_1hr_dht,siTOP1_1hr_dht,yes,rep4,Puc2015,GRO-seq,38642287,42862594,0.901538694,0.278988,19922
SRR1661564,human,Embryonic_Kidney,HEK293,HEK293,plasmid_wt_pol_II,plasmid_wt_pol_II,yes,rep1,Fong2014,GRO-seq,22882109,34038446,0.672243057,0.147949,45482
SRR1661565,human,Embryonic_Kidney,HEK293,HEK293,plasmid_wt_pol_II_DRB,plasmid_wt_pol_II_DRB,yes,rep1,Fong2014,GRO-seq,20157031,33075777,0.609419727,0.173234,58395
SRR1661566,human,Embryonic_Kidney,HEK293,HEK293,plasmid_wt_pol_II_washout_10min,plasmid_wt_pol_II_washout_10min,yes,rep1,Fong2014,GRO-seq,23767391,35903416,0.661981328,0.13589,38325
SRR1661567,human,Embryonic_Kidney,HEK293,HEK293,plasmid_wt_pol_III_washout_20min,plasmid_wt_pol_III_washout_20min,yes,rep1,Fong2014,GRO-seq,20887716,31723527,0.658429815,0.118929,49063
SRR1661568,human,Embryonic_Kidney,HEK293,HEK293,plasmid_R749H_pol_II,plasmid_R749H_pol_II,yes,rep1,Fong2014,GRO-seq,15033333,28275692,0.531669853,0.141737,28574
SRR1661569,human,Embryonic_Kidney,HEK293,HEK293,plasmid_R749H_pol_II_DRB,plasmid_R749H_pol_II_DRB,yes,rep1,Fong2014,GRO-seq,14655991,29500674,0.496801904,0.272706,21723
SRR1661570,human,Embryonic_Kidney,HEK293,HEK293,plasmid_R749H_pol_II_washout_10min,plasmid_R749H_pol_II_washout_10min,yes,rep1,Fong2014,GRO-seq,14144331,27588765,0.512684457,0.156687,28841
SRR1661571,human,Embryonic_Kidney,HEK293,HEK293,plasmid_R749H_pol_II_washout_20min,plasmid_R749H_pol_II_washout_20min,yes,rep1,Fong2014,GRO-seq,13887270,27822722,0.499134125,0.129055,15381
SRR1661572,human,Embryonic_Kidney,HEK293,HEK293,plasmid_H1106Y_pol_II,plasmid_H1106Y_pol_II,yes,rep1,Fong2014,GRO-seq,5485034,12120026,0.45255959,0.146152,10927
SRR1661573,human,Embryonic_Kidney,HEK293,HEK293,plasmid_H1106Y_pol_II_DRB,plasmid_H1106Y_pol_II_DRB,yes,rep1,Fong2014,GRO-seq,4208220,8612004,0.488645848,0.259794,12252
SRR1661574,human,Embryonic_Kidney,HEK293,HEK293,plasmid_H1106Y_pol_II_washout_10min,plasmid_H1106Y_pol_II_washout_10min,yes,rep1,Fong2014,GRO-seq,3498727,8913765,0.392508328,0.340192,10012
SRR1661575,human,Embryonic_Kidney,HEK293,HEK293,plasmid_H1106Y_pol_II_washout_20min,plasmid_H1106Y_pol_II_washout_20min,yes,rep1,Fong2014,GRO-seq,4390341,8818116,0.497877438,0.223696,10930
SRR1661576,human,Embryonic_Kidney,HEK293,HEK293,plasmid_E1126G_pol_II_DRB,plasmid_E1126G_pol_II_DRB,yes,rep1,Fong2014,GRO-seq,6524820,13741941,0.474810654,0.19221,20566
SRR1661577,human,Embryonic_Kidney,HEK293,HEK293,plasmid_E1126G_pol_II_DRB,plasmid_E1126G_pol_II_DRB,yes,rep1,Fong2014,GRO-seq,7164672,14418049,0.496923821,0.246562,22976
SRR1661578,human,Embryonic_Kidney,HEK293,HEK293,plasmid_E1126G_pol_II_washout_10min,plasmid_E1126G_pol_II_washout_10min,yes,rep1,Fong2014,GRO-seq,10820220,20612179,0.524943045,0.176988,20476
SRR1661579,human,Embryonic_Kidney,HEK293,HEK293,plasmid_E1126G_pol_II_washout_20min,plasmid_E1126G_pol_II_washout_20min,yes,rep1,Fong2014,GRO-seq,7062520,15271960,0.462450137,0.163532,21158
SRR1693609,human,cervical_cancer,HeLa,HeLaS3,na,none,no,rep1-a,Duttke2015,5'GRO,32376883,35618925,0.908979791,0.338994,20139
SRR1693610,human,cervical_cancer,HeLa,HeLaS3,na,none,no,rep1-b,Duttke2015,5'GRO,32410951,35596945,0.910498106,0.36255,19338
SRR1693611,human,cervical_cancer,HeLa,HeLaS3,na,none,no,rep1-a,Duttke2015,GRO-seq,29490451,35111615,0.839905855,0.315688,12449
SRR1693612,human,cervical_cancer,HeLa,HeLaS3,na,none,no,rep1-b,Duttke2015,GRO-seq,31740490,37607326,0.843997523,0.33193,12355
SRR1732573,mouse,eWAT,C57BL/6,C57BL/6,LFD_diet_10w,LFD_diet_10w,yes,rep1,Soccio2015,GRO-seq,67038323,134737853,0.497546321,0.263943,31564
SRR1734841,mouse,pituitary,AtT20,AtT20,siCTL_hs1013,siCTL_hs1013,yes,rep1,Zhang2015,GRO-seq,16843333,49279800,0.3417898,0.04358,23465
SRR1734842,mouse,pituitary,AtT20,AtT20,siMash1_hs1013,siMash1_hs1013,yes,rep2,Zhang2015,GRO-seq,16557913,45903293,0.360712967,0.04478,20551
SRR1734843,mouse,pituitary,AtT20,AtT20,siLdb1_hs1013,siLdb1_hs1013,yes,rep3,Zhang2015,GRO-seq,18671693,68163173,0.273926406,0.04283,37226
SRR1734844,mouse,pituitary,AtT20,AtT20,siTbx19_hs1013,siTbx19_hs1013,yes,rep4,Zhang2015,GRO-seq,16078163,48198713,0.333580753,0.042714,32702
SRR1736059,human,cervical_cancer,HeLa,HeLa,DMSO,none,no,rep1,Nojima2015,NET-seq,52734823,53503218,0.98563834,0.141267,47336
SRR1736060,human,cervical_cancer,HeLa,HeLa,Pla-B,Pla-B,yes,rep1,Nojima2015,NET-seq,38077649,40299590,0.944864427,0.184951,39324
SRR1736061,human,cervical_cancer,HeLa,HeLa,siCPSF73,siCPSF73,yes,rep1,Nojima2015,NET-seq,44830677,46021432,0.974126077,0.147034,43160
SRR1736062,human,cervical_cancer,HeLa,HeLa,siCPSF73,siCPSF73,yes,rep1,Nojima2015,NET-seq,36257344,37461157,0.967865034,0.225323,39632
SRR1736063,human,cervical_cancer,HeLa,HeLa,siLuc,siLuc,yes,rep1,Nojima2015,NET-seq,46677522,48828974,0.955939029,0.144786,45336
SRR1736064,human,cervical_cancer,HeLa,HeLa,siLuc,siLuc,yes,rep1,Nojima2015,NET-seq,42120281,43234994,0.974217343,0.203863,43907
SRR1736065,human,cervical_cancer,HeLa,HeLa,siPTBP1,siPTBP1,yes,rep1,Nojima2015,NET-seq,52258606,55659806,0.938893068,0.132388,48849
SRR1744498,mouse,ESC,ESC,ESC_Tdgfl/fl,none,none,no,rep1-a,Wang2015b,GRO-seq,28351250,45181481,0.627497138,0.206944,28223
SRR1744499,mouse,ESC,ESC,ESC_Tdgfl/fl,none,none,no,rep1-b,Wang2015b,GRO-seq,14730372,31325309,0.470238681,0.10147,78837
SRR1744500,mouse,ESC,ESC,ESC_Tdgfl/fl,DRB_3hr,DRB_3hr,yes,rep1-a,Wang2015b,GRO-seq,12310334,18534335,0.664190757,0.211735,28859
SRR1744501,mouse,ESC,ESC,ESC_Tdgfl/fl,DRB_3hr,DRB_3hr,yes,rep1-b,Wang2015b,GRO-seq,11220311,30796503,0.364337178,0.124558,64932
SRR1744502,mouse,ESC,ESC,ESC_Tdgfl/fl,wash_10min,wash_10min,yes,rep1-a,Wang2015b,GRO-seq,30362015,51059333,0.594641826,0.163356,30146
SRR1744503,mouse,ESC,ESC,ESC_Tdgfl/fl,wash_10min,wash_10min,yes,rep1-b,Wang2015b,GRO-seq,22163630,40701727,0.544537828,0.136511,46383
SRR1744504,mouse,ESC,ESC,ESC_Tdgfl/fl,wash_20min,wash_20min,yes,rep1-a,Wang2015b,GRO-seq,28502263,44318376,0.643125168,0.149692,32305
SRR1744505,mouse,ESC,ESC,ESC_Tdgfl/fl,wash_20min,wash_20min,yes,rep1-b,Wang2015b,GRO-seq,16483411,34947791,0.471658166,0.09728,70748
SRR1744506,mouse,ESC,ESC,ESC_Tdgfl/fl,wash_30min,wash_30min,yes,rep1-a,Wang2015b,GRO-seq,36175835,57503975,0.629101466,0.160011,33103
SRR1744507,mouse,ESC,ESC,ESC_Tdgfl/fl,wash_30min,wash_30min,yes,rep1-b,Wang2015b,GRO-seq,27508568,62853634,0.437660741,0.121378,55879
SRR1744508,mouse,ESC,ESC,ESC_Tdg-KO,none,none,no,rep1-a,Wang2015b,GRO-seq,22162919,33628343,0.659054744,0.165375,39723
SRR1744509,mouse,ESC,ESC,ESC_Tdg-KO,none,none,no,rep1-b,Wang2015b,GRO-seq,16257744,40690285,0.399548541,0.131217,54380
SRR1744510,mouse,ESC,ESC,ESC_Tdg-KO,DRB_3hr,DRB_3hr,yes,rep1-a,Wang2015b,GRO-seq,12298719,18989671,0.647653085,0.143116,50516
SRR1744511,mouse,ESC,ESC,ESC_Tdg-KO,DRB_3hr,DRB_3hr,yes,rep1-b,Wang2015b,GRO-seq,10902577,24325858,0.448188796,0.125729,63426
SRR1744512,mouse,ESC,ESC,ESC_Tdg-KO,wash_10min,wash_10min,yes,rep1-a,Wang2015b,GRO-seq,28218224,41520967,0.679613844,0.114998,47106
SRR1744513,mouse,ESC,ESC,ESC_Tdg-KO,wash_10min,wash_10min,yes,rep1-b,Wang2015b,GRO-seq,17224507,38898271,0.442809065,0.0871,89475
SRR1744514,mouse,ESC,ESC,ESC_Tdg-KO,wash_20min,wash_20min,yes,rep1-a,Wang2015b,GRO-seq,30030823,43727091,0.686778432,0.10442,49403
SRR1744515,mouse,ESC,ESC,ESC_Tdg-KO,wash_20min,wash_20min,yes,rep1-b,Wang2015b,GRO-seq,20959141,45275320,0.462926402,0.087868,81284
SRR1744516,mouse,ESC,ESC,ESC_Tdg-KO,wash_30min,wash_30min,yes,rep1-a,Wang2015b,GRO-seq,26719153,38708227,0.69027065,0.117792,43318
SRR1744517,mouse,ESC,ESC,ESC_Tdg-KO,wash_30min,wash_30min,yes,rep1-b,Wang2015b,GRO-seq,16645497,34090024,0.488280589,0.09118,78651
SRR1745515,human,ESC,ESC,H1,none,none,no,rep1,Estaras2015,GRO-seq,11591196,28955640,0.400308748,0.268524,17086
SRR1745516,human,ESC,ESC,H1,none,none,no,rep1,Estaras2015,GRO-seq,15097486,36985604,0.408198985,0.233113,19497
SRR1745517,human,ESC,ESC,H1,Wnt3a_6hr,Wnt3a_6hr,yes,rep1,Estaras2015,GRO-seq,14271147,32836439,0.434613114,0.246729,18879
SRR1745518,human,ESC,ESC,H1,Wnt3a_6hr,Wnt3a_6hr,yes,rep1,Estaras2015,GRO-seq,18676614,42174936,0.442836807,0.214764,21335
SRR1745519,human,ESC,ESC,H1,Wnt3a+Activin_A(WA)_6hr,Wnt3a+Activin_A(WA)_6hr,yes,rep1,Estaras2015,GRO-seq,10261730,27014340,0.379862325,0.293247,14793
SRR1745520,human,ESC,ESC,H1,Wnt3a+Activin_A(WA)_6hr,Wnt3a+Activin_A(WA)_6hr,yes,rep1,Estaras2015,GRO-seq,13258935,34242612,0.387205713,0.263218,16758
SRR1745521,human,ESC,ESC,H1,Activin-A_6hr,Activin-A_6hr,yes,rep1,Estaras2015,GRO-seq,14448442,26807094,0.538978302,0.254305,18234
SRR1745522,human,ESC,ESC,H1,Activin-A_6hr,Activin-A_6hr,yes,rep1,Estaras2015,GRO-seq,18814074,34399519,0.546928403,0.222173,20520
SRR1745523,human,ESC,ESC,H1,none,none,no,rep1,Estaras2015,GRO-seq,16678266,30921405,0.539376073,0.241323,19476
SRR1745524,human,ESC,ESC,H1,none,none,no,rep1,Estaras2015,GRO-seq,21847311,39938080,0.547029577,0.214749,21425
SRR1745525,human,ESC,ESC,H1,Wnt3a+Activin-A(WA)_6hr,Wnt3a+Activin-A(WA)_6hr,yes,rep1,Estaras2015,GRO-seq,14605511,32880327,0.444202121,0.239229,20123
SRR1745526,human,ESC,ESC,H1,Wnt3a+Activin_A(WA)_6hr,Wnt3a+Activin_A(WA)_6hr,yes,rep1,Estaras2015,GRO-seq,19193459,42422027,0.452440875,0.207579,22772
SRR1745527,human,ESC,ESC,H1,none,none,no,rep1,Estaras2015,GRO-seq,15102613,32013159,0.471762659,0.250567,19831
SRR1745528,human,ESC,ESC,H1,none,none,no,rep1,Estaras2015,GRO-seq,19559131,40685834,0.480735654,0.222589,22427
SRR1745529,human,ESC,ESC,H1,Wnt3a+Activin_A(WA)_6hr,Wnt3a+Activin_A(WA)_6hr,yes,rep1,Estaras2015,GRO-seq,14653077,25606411,0.572242514,0.247334,18659
SRR1745530,human,ESC,ESC,H1,Wnt3a+Activin_A(WA)_6hr,Wnt3a+Activin_A(WA)_6hr,yes,rep1,Estaras2015,GRO-seq,19279250,33249225,0.579840583,0.220666,20565
SRR1810067,human,Myeloid,T-cell,CD4+,na,none,no,rep1-a,Danko2015,PRO-seq,17522711,46505054,0.376791542,0.214317,29881
SRR1810068,human,Myeloid,T-cell,CD4+,na,none,no,rep1-b,Danko2015,PRO-seq,10722450,34205109,0.313475101,0.243874,30118
SRR1810069,human,Myeloid,T-cell,CD4+,na,none,no,rep1-c,Danko2015,PRO-seq,6060235,20854010,0.290602862,0.299578,23453
SRR1810070,human,Myeloid,T-cell,CD4+,na,none,no,rep1-d,Danko2015,PRO-seq,3990951,54422407,0.073332865,0.302525,23879
SRR1810071,human,Myeloid,T-cell,Jurkat,na,none,no,rep1-a,Danko2015,PRO-seq,14289977,36965276,0.386578393,0.221886,25788
SRR1810072,human,Myeloid,T-cell,Jurkat,na,none,no,rep1-b,Danko2015,PRO-seq,16675837,48731744,0.342196598,0.225451,32109
SRR1823901,human,leukemia,K562,K562,control,none,no,rep1,Niskanen2015,GRO-seq,19764898,23618677,0.836833409,0.278403,19989
SRR1823902,human,leukemia,K562,K562,control,none,no,rep2,Niskanen2015,GRO-seq,19105547,20173085,0.947081074,0.333043,17244
SRR1823903,human,leukemia,K562,K562,heat_30min,heat_30min,yes,rep1,Niskanen2015,GRO-seq,16833849,19211580,0.87623449,0.237066,24837
SRR1823904,human,leukemia,K562,K562,heat_30min,heat_30min,yes,rep2,Niskanen2015,GRO-seq,16330816,17232649,0.947667187,0.253064,23579
SRR1873284,mouse,cortical_neurons,primary_cortical_neurons,,control,none,no,rep1,Telese2015,GRO-seq,79452856,104091079,0.763301301,0.129326,38435
SRR1873285,mouse,cortical_neurons,primary_cortical_neurons,,Reelin_1hr,Reelin_1hr,yes,rep1,Telese2015,GRO-seq,71973368,99886828,0.72054914,0.150744,35237
SRR1916552,human,bone_sarcoma,U2OS,U2OS+Myc,control,none,no,rep1,Elkon2015,GRO-seq,108517934,112031710,0.96863588,0.23636,27822
SRR1916553,human,bone_sarcoma,U2OS,U2OS+Myc,Myc_activation_5hr,Myc_activation_5hr,yes,rep1,Elkon2015,GRO-seq,117572320,121590228,0.966955338,0.242798,25515
SRR1916554,human,bone_sarcoma,U2OS,U2OS+Myc,control,none,no,rep2,Elkon2015,GRO-seq,98508402,101167017,0.973720536,0.243461,27947
SRR1916555,human,bone_sarcoma,U2OS,U2OS+Myc,Myc_activation_5hr,Myc_activation_5hr,yes,rep2,Elkon2015,GRO-seq,97617347,102147813,0.955647939,0.228909,26006
SRR1928223,human,kidney,HEK,HEK293T,none,none,no,rep2-g,Mayer2015,NET-seq,46158275,363115490,0.127117339,0.14909,58334
SRR1950491,human,Myeloid,preB-cell,Nalm6,LUC_24hr,LUC_24hr,yes,rep1-a,Heinaniemi2015,GRO-seq,18138197,21580582,0.840486925,0.253324,26476
SRR1950492,human,Myeloid,preB-cell,Nalm6,LUC_24hr,LUC_24hr,yes,rep1-b,Heinaniemi2015,GRO-seq,16655863,19872415,0.838139854,0.262036,25714
SRR1950493,human,Myeloid,preB-cell,Nalm6,LUC_24hr,LUC_24hr,yes,rep2-a,Heinaniemi2015,GRO-seq,19714932,22241711,0.886394576,0.28823,22378
SRR1950494,human,Myeloid,preB-cell,Nalm6,LUC_24hr,LUC_24hr,yes,rep2-b,Heinaniemi2015,GRO-seq,17573392,19919589,0.882216596,0.301028,21689
SRR1950495,human,Myeloid,preB-cell,Nalm6,TEL-AML1_0hr,TEL-AML1_0hr,yes,rep1-a,Heinaniemi2015,GRO-seq,15147041,19115340,0.792402385,0.208474,24569
SRR1950496,human,Myeloid,preB-cell,Nalm6,TEL-AML1_0hr,TEL-AML1_0hr,yes,rep1-b,Heinaniemi2015,GRO-seq,14017382,17622269,0.795435707,0.219256,23452
SRR1950497,human,Myeloid,preB-cell,Nalm6,TEL-AML1_0hr,TEL-AML1_0hr,yes,rep2-a,Heinaniemi2015,GRO-seq,18277394,20937833,0.872936278,0.253674,24090
SRR1950498,human,Myeloid,preB-cell,Nalm6,TEL-AML1_0hr,TEL-AML1_0hr,yes,rep2-b,Heinaniemi2015,GRO-seq,15569350,17913518,0.869139719,0.272711,22269
SRR1950499,human,Myeloid,preB-cell,Nalm6,TEL-AML1_4hr,TEL-AML1_4hr,yes,rep1-a,Heinaniemi2015,GRO-seq,19239534,22659632,0.849066481,0.207669,25921
SRR1950500,human,Myeloid,preB-cell,Nalm6,TEL-AML1_4hr,TEL-AML1_4hr,yes,rep1-b,Heinaniemi2015,GRO-seq,17223155,20335981,0.846930128,0.218232,24978
SRR1950501,human,Myeloid,preB-cell,Nalm6,TEL-AML1_4hr,TEL-AML1_4hr,yes,rep2-a,Heinaniemi2015,GRO-seq,18207299,20962386,0.868569971,0.239857,24056
SRR1950502,human,Myeloid,preB-cell,Nalm6,TEL-AML1_4hr,TEL-AML1_4hr,yes,rep2-b,Heinaniemi2015,GRO-seq,16306540,18861273,0.864551401,0.250316,22915
